model_year,make,model,body_style,transmission_type,vin,state,condition,mileage,color,interior,seller,market_value,selling_price,sale_date
2016,Volkswagen,Jetta,Sedan,Automatic,KD0W2TEH95P4YR69S,NV,56,132574,Gold,Black,TDAF Remarketing,3120,2888,2026-02-18
2021,Hyundai,Tucson,SUV,Automatic,KD92AR99ZVXX9F5DY,NJ,50,71881,Green,Gray,Avis Corporation,8610,9096,2026-01-28
2014,Ford,Bronco,SUV,Automatic,V5UZZMXAH9CPY7EM1,GA,69,75401,Gray,Tan,Penske Automotive,6590,6579,2026-01-10
2017,Tesla,Model Y,SUV,Automatic,HS8WA9VLWWMRXJ4R6,AZ,58,97829,Black,White,AutoNation,8864,9352,2025-12-04
2026,Dodge,Durango,SUV,Automatic,G8WYMHYLPUKX24MTK,KY,100,405,Gray,Brown,Enterprise Fleet Management,52286,48685,2026-02-13
2023,Nissan,Rogue,SUV,Automatic,JUT2DXAS12DX8F02P,WI,82,28764,Gold,Beige,Avis Corporation,23693,24853,2025-12-03
2024,Tesla,Model Y,SUV,Automatic,KNYT1JTFNXJEB4RUA,TN,75,26749,Blue,Gray,Enterprise Fleet Management,35521,36420,2025-12-19
2025,Tesla,Model 3,Sedan,Automatic,G5HX8FH9NWL1W4U1L,NJ,88,11641,Blue,White,Carvana,42673,43376,2025-12-11
2015,Am General,M1097A,Truck,Automatic,83WSE6G0Y31ZRHEAA,SC,65,171761,Gray,Beige,Ford Motor Credit Company,2167,2251,2026-02-17
2014,Tesla,Model Y,SUV,Automatic,FJLVWHP0WMS4JBYVH,KY,56,86426,Gray,Gray,CarMax,6030,6230,2026-02-19
2014,Mercedes-Benz,GLC,SUV,Automatic,8DJFYMRR0AJ9LL202,CO,57,98248,Black,Beige,CarMax,6957,6457,2025-12-07
2026,Rivian,R1T,Truck,Automatic,2AND9FAN62GHJCELB,NV,80,100,Green,White,Nissan-Infiniti LT,80821,79908,2026-01-02
2017,Kia,Sorento,SUV,Automatic,U3EW9N922UKC5D7ZJ,TX,49,114132,Beige,Tan,Financial Services Remarketing,4783,4673,2026-02-27
2024,Rivian,R1T,Truck,Automatic,W2LY8MHJLKY9VS3RZ,NV,79,18982,Green,Red,Nissan-Infiniti LT,60063,61162,2026-01-03
2016,Hyundai,Santa Fe,SUV,Automatic,36PBYTTAF7L51KV26,OR,67,120434,Red,Gray,Hertz Remarketing,6192,6649,2026-03-02
2022,Kia,Soul,Wagon,Automatic,S9SPT7TBN6Y33WF1C,OR,75,53650,Silver,White,Carvana,12524,12745,2025-12-21
2022,Kaiser,M54,Truck,Automatic,7U94NVAVE7GEG78AP,MD,70,63139,Gold,White,Penske Automotive,7429,7481,2026-02-08
2021,Rivian,R1T,Truck,Automatic,239ZCE2VLFYVVC8TE,TN,66,64648,Gray,White,Nissan-Infiniti LT,32002,30661,2025-12-02
2023,BMW,X3,SUV,Manual,DU2E6YHZBE75JH3J8,AZ,76,35861,Brown,White,Hertz Remarketing,36229,33647,2025-12-23
2020,Chrysler,Pacifica,Minivan,Automatic,06KLUF11ZTTEANRLA,MI,85,105821,Gold,Beige,TDAF Remarketing,15304,14952,2026-01-24
2008,Honda,Passport,SUV,Automatic,ZEKC3ZS6LZARXHWVD,UT,34,201662,Green,White,Sonic Automotive,1940,2093,2026-01-19
2021,Nissan,Altima,Sedan,Automatic,FDRKANCH7K77TVME5,IN,82,78788,Beige,Red,Nissan-Infiniti LT,13913,13924,2026-01-14
2012,Tesla,Model Y,SUV,Automatic,U9ZSKLPC50G3HKCG0,NJ,36,142609,Gray,White,CarMax,2515,2590,2026-01-07
2019,Am General,M1097A,Truck,Manual,789LFBGPAPLUS9747,FL,64,78671,Gold,White,Lithia Motors,5217,5361,2026-02-22
2023,Kia,Optima,Sedan,Automatic,9TLAWUG1EUVD0TL7V,CO,86,45894,Silver,Black,Avis Corporation,19904,20416,2025-12-25
2020,Subaru,Crosstrek,SUV,Automatic,BK8MK5DAA49J3SVTG,VA,74,69574,Black,Red,Hendrick Automotive,11530,10994,2026-01-19
2023,Dodge,Durango,SUV,Automatic,MVNNH3CSFNNWH6NYB,WA,79,55460,Brown,Red,Santander Consumer USA,25446,25743,2026-02-16
2025,Toyota,Highlander,SUV,Manual,P4SCCVZE8GS24EMWW,NM,87,14742,Brown,Black,Santander Consumer USA,42732,44620,2026-01-14
2021,Kaiser,M54,Truck,Automatic,GXCAF96ZNXR37B5VD,OH,78,64113,Gray,Red,Hertz Remarketing,7617,7266,2025-12-22
2017,Volkswagen,Passat,Sedan,Automatic,GGCMF7LCABWKGPUV1,OH,61,63188,Black,White,Sonic Automotive,6389,6812,2026-02-05
2025,Tesla,Model 3,Sedan,Automatic,ZUTX1ZCB7SP7WXNU3,OH,87,2992,Beige,Gray,Vroom,41152,41358,2025-12-21
2021,Chrysler,Pacifica,Minivan,Automatic,N6F6BYVHLJ6HVZ7PG,OR,74,60755,Gold,Tan,Financial Services Remarketing,18569,18643,2026-02-25
2022,Subaru,Forester,SUV,Automatic,HJ3N4XNARE7A8GA4Z,MI,78,44227,Red,White,Crankyanky Auto,19705,19943,2026-02-25
2017,Subaru,Outback,Wagon,Manual,NHD09VU3AM4LV4Y31,NY,68,116517,Black,Red,Enterprise Fleet Management,6357,6052,2026-02-06
2026,Chrysler,Pacifica,Minivan,Automatic,DPVYV3RNPB1W2LX18,WI,100,172,White,Tan,Santander Consumer USA,51369,47423,2026-01-26
2025,Hyundai,Sonata,Sedan,Automatic,H65EVY4NCTR18XNB7,CA,85,14476,Gray,Red,AutoNation,27475,27964,2025-12-06
2008,Toyota,4Runner,SUV,Automatic,ESCVW7S9RDT892XUN,CO,32,234590,Green,Beige,Financial Services Remarketing,1482,1367,2026-01-29
2019,Hyundai,Tucson,SUV,Automatic,83M9L07JZ8BEHJ2ZG,NV,69,84535,Beige,Beige,Vroom,7970,7715,2026-02-24
2016,Nissan,Rogue,SUV,Manual,PPKUPLS9PWLURRAT8,MO,71,75574,Silver,Beige,TDAF Remarketing,6550,6680,2026-01-02
2020,Jeep,Cherokee,SUV,Automatic,9WFAT5TAENT8ZC68X,NJ,63,68504,Green,Red,Shift,11979,12219,2026-01-22
2021,Rivian,R1S,SUV,Automatic,B3T0JFB7BLMVZZXB1,MA,74,61715,Blue,White,Sonic Automotive,39154,36060,2026-02-04
2021,Lucid,Air,Sedan,Automatic,7NF0NL506GZGEZ9FN,TX,75,60571,Black,Gray,Crankyanky Auto,41309,38411,2026-02-09
2021,Hyundai,Santa Fe,SUV,Automatic,SXUA7XHS7DDE2BNTJ,MI,76,46456,Red,White,Vroom,17957,16837,2025-12-05
2024,Hyundai,Sonata,Sedan,Automatic,TE50G49NP13HZLV85,CO,79,18078,Brown,Brown,Vroom,20576,19303,2025-12-16
2021,Am General,M1097A,Truck,Automatic,PEYVX2ADJL19G8GB2,SC,73,30724,Beige,White,CarMax,10624,10224,2025-12-04
2019,BMW,X3,SUV,Manual,8G68ZUF1JBBCH8DK5,WA,65,111570,White,Black,Penske Automotive,11979,11201,2025-12-15
2026,Dodge,Ram 1500,Truck,Manual,CMZLS8WBE1GLTEZR0,CO,99,178,Silver,Tan,CarMax,56300,56908,2026-01-14
2015,Kaiser,M54,Truck,Manual,E46DP9DT2NCN721DS,CO,57,172151,Gold,Red,Carvana,1489,1495,2026-02-15
2019,Toyota,Sienna,Minivan,Automatic,BUJV6HFUKSU6STHSC,MI,66,9434,Silver,Gray,Nissan-Infiniti LT,12421,13226,2026-02-09
2018,Volkswagen,Jetta,Sedan,Automatic,D7XKYKWJWVJSWUBGC,AZ,69,123268,Black,Tan,Penske Automotive,5088,5384,2025-12-28
2024,Kaiser,M54,Truck,Automatic,F3ZDP66861HTLWHEF,TX,86,11817,Silver,Gray,Lithia Motors,12420,12825,2026-01-01
2021,Lucid,Air,Sedan,Automatic,4FAA8FKR8RUTNKH4X,MO,51,49452,Brown,Tan,Wells Fargo Dealer Services,27927,26649,2026-01-21
2023,Jeep,Wagoneer,SUV,Manual,S5B5JNNBBKPKP2DTG,WA,68,28900,Gold,Beige,CarMax,41942,44378,2026-02-23
2020,Am General,M1097A,Truck,Automatic,T0TKYP5DN9LADTFHU,AZ,71,62050,Gold,Beige,CarMax,8127,8683,2026-01-13
2024,Ford,F-150,Truck,Automatic,R4J3FV1HBNDK8BFCN,OH,73,17324,Black,Gray,Financial Services Remarketing,32272,29908,2025-12-19
2015,Kaiser,M54,Truck,Automatic,WWP3GHX2PKFAAST2K,SC,48,104512,Gold,Black,Hertz Remarketing,1667,1701,2025-12-07
2021,Rivian,R1S,SUV,Automatic,NZ2R3CEAKNDTYMS7J,NV,80,46326,Gray,Red,AutoNation,43906,44132,2025-12-27
2016,Nissan,Sentra,Sedan,Manual,8S0830F8RDPMGR9K2,MA,65,107647,Beige,Brown,AutoNation,3874,4014,2025-12-21
2023,Jeep,Wrangler,SUV,Automatic,BXM37J0UG9R284S8F,FL,73,37668,Brown,Tan,AutoNation,26892,27712,2026-02-26
2003,Chrysler,Pacifica,Minivan,Automatic,JU8NB04GYHVCZ5YCK,FL,9,186460,Gold,Gray,Lithia Motors,581,607,2025-12-26
2025,Nissan,Sentra,Sedan,Automatic,94D8J87VCFC54FPSE,OR,86,9475,Green,White,Ford Motor Credit Company,21375,21470,2026-01-25
2024,Toyota,Corolla,Sedan,Manual,AG3ZZ0R3C0CWG3H5F,TX,92,32942,Gray,Tan,Shift,19298,19505,2026-01-28
2018,Ford,Fusion,Sedan,Automatic,CC41B3L2175WU8HJK,KY,64,54242,Brown,Brown,AutoNation,7030,7011,2025-12-26
2023,Rivian,R1S,SUV,Automatic,UTY42PRK1MU3YLFTD,MD,68,25182,Brown,Tan,Sonic Automotive,51971,49092,2026-01-24
2022,Rivian,R1S,SUV,Automatic,S96W0BFNYVNY2ELX3,NM,80,25615,White,Gray,Carvana,52177,56017,2026-02-03
2023,Am General,M1097A,Truck,Manual,BENJMCK5VDBFEAD0W,IN,95,31923,Gold,Beige,Ford Motor Credit Company,17361,17920,2026-02-24
2012,Ford,Edge,SUV,Automatic,K9HH091T2TUVY8LW2,NC,31,160691,Beige,Black,AutoNation,1630,1671,2026-01-28
2024,Ford,Escape,SUV,Automatic,ZS2GJ083VN27ET67D,NC,78,25217,Red,White,DriveTime,22721,23432,2025-12-11
2024,Mercedes-Benz,GLE,SUV,Manual,V3L7N28JXCPLEEXG9,NC,98,22278,Brown,Brown,Wells Fargo Dealer Services,68642,67153,2026-01-10
2016,Dodge,Ram,Truck,Automatic,AK4MXGG74PPTV8HEJ,MN,83,125151,Brown,Red,Hendrick Automotive,6689,7005,2026-01-19
2026,Subaru,Outback,Wagon,Automatic,E5FWRS1H4VTJL45K1,KY,80,405,Beige,Red,AutoNation,36572,34294,2025-12-25
2012,Chevrolet,Suburban,SUV,Automatic,3S4VCZ7ETX4WUB8XA,NJ,57,51811,Green,Red,Wells Fargo Dealer Services,5976,6418,2026-01-03
2018,Volkswagen,Tiguan,SUV,Manual,R49SRBS7YSD1J81BB,VA,57,113894,Silver,Tan,Shift,5829,5398,2026-01-29
2018,Kia,Sportage,SUV,Automatic,3PNCPCE4A423NMBZY,NM,50,75340,Beige,Black,Crankyanky Auto,5704,5689,2025-12-31
2014,BMW,5 Series,Sedan,Automatic,9F3C09FMUFM7ME7BJ,TN,53,122753,Gold,White,Avis Corporation,6243,6482,2026-02-22
2021,Dodge,Challenger,Sedan,Automatic,AAW5RVL94PJN6WMXY,MI,81,57294,Blue,Beige,TDAF Remarketing,18985,20246,2026-01-19
2019,Toyota,Camry,Sedan,Automatic,8J6LBHP9DMB0PF029,AZ,90,62368,Green,Beige,Crankyanky Auto,11724,12208,2026-01-08
2014,BMW,X3,SUV,Automatic,XP1X3BULMEF9TDKNN,TX,57,137741,Blue,Tan,Vroom,5582,5825,2025-12-29
2026,Nissan,Sentra,Sedan,Automatic,MEPENVGEA6TWXV439,NY,93,103,Green,Tan,Ford Motor Credit Company,28300,27348,2026-02-19
2025,Lucid,Air,Sedan,Automatic,EX6S6LEZBTVXRUAN9,NM,83,15281,Green,White,Hendrick Automotive,76488,71527,2026-01-27
2015,Nissan,Pathfinder,SUV,Manual,J8EA1BCEBMP5U63GG,IN,39,190803,Beige,White,Ford Motor Credit Company,2222,2222,2026-01-04
2017,BMW,5 Series,Sedan,Automatic,4SYSNYS7RKUAYHMCY,NV,56,110970,Black,Gray,Financial Services Remarketing,9334,9319,2025-12-08
2013,Tesla,Model 3,Sedan,Automatic,3VRZPJC72X0NN80TK,IL,64,109522,Green,Beige,DriveTime,5198,5225,2026-02-08
2026,Lucid,Air,Sedan,Automatic,EF9SVZMWK9FGGSNY4,NV,91,100,Blue,Red,Enterprise Fleet Management,106081,114128,2026-01-25
2021,Rivian,R1S,SUV,Automatic,68RRJY7YJPB9Y5THU,MI,70,58395,Green,Gray,Nissan-Infiniti LT,34725,33908,2025-12-10
2018,Hyundai,Santa Fe,SUV,Automatic,U0R7T35UJZZWGSHYW,IN,67,54940,Brown,White,Financial Services Remarketing,10204,10747,2026-02-01
2013,Kia,Sorento,SUV,Manual,HUXV4ZUJ82HVCL3XF,GA,53,195550,Red,Tan,Vroom,2158,2133,2026-02-17
2025,Volkswagen,Jetta,Sedan,Automatic,6DX913DCA1KP83GLU,AZ,86,7555,Gray,Brown,Carvana,25165,24238,2026-02-16
2016,BMW,X5,SUV,Automatic,LS9U6MZ0X39L3YR4B,SC,52,170480,Green,Red,Sonic Automotive,6286,6424,2025-12-31
2017,Jeep,Wagoneer,SUV,Automatic,H757D0WL3B3L6JWJ8,PA,71,80441,Silver,White,Enterprise Fleet Management,15026,14798,2026-01-10
2018,Kia,Soul,Wagon,Automatic,K3NAS8ZGVE8WHM5WT,KY,78,117346,Black,Tan,Hertz Remarketing,5215,5261,2026-01-08
2019,Mercedes-Benz,E-Class,Sedan,Automatic,2R245332R16834UUF,MO,67,91274,Gray,Gray,Hendrick Automotive,16228,15804,2026-01-26
2026,Jeep,Cherokee,SUV,Automatic,ZD148A2SC1H2VN1B0,NJ,100,100,White,Beige,Carvana,45244,48726,2026-02-11
2015,Nissan,Rogue,SUV,Automatic,T6ST25FAY2F22ES13,KS,66,80054,White,Beige,Wells Fargo Dealer Services,5473,5732,2026-02-05
2006,BMW,3 Series,Sedan,Manual,RFXYY9YXR9Y6YUDA0,GA,39,270333,White,Brown,CarMax,2006,1928,2026-01-16
2015,Dodge,Ram,Truck,Automatic,EVJ3GNT7BVR54CA7W,NJ,45,152332,Gold,Red,Avis Corporation,2825,2882,2026-01-22
2025,Ford,Escape,SUV,Automatic,9V3MZMBPG3L808BDP,KS,86,10413,Brown,Tan,Nissan-Infiniti LT,29855,27632,2025-12-22
2017,Subaru,Forester,SUV,Automatic,5WKMMPRGPMM64YMMG,CA,67,92955,Red,Gray,Avis Corporation,7142,7139,2025-12-17
2024,Mercedes-Benz,GLC,SUV,Automatic,J85MU1AMM8937KW7X,SC,75,10616,Green,Tan,Sonic Automotive,42442,42366,2025-12-23
2017,Dodge,Ram 1500,Truck,Automatic,VPX184GH3WHF43V5L,TX,70,101786,Black,Tan,Shift,9555,9099,2026-01-25
2018,Dodge,Durango,SUV,Automatic,R5UW9KHUEWATM7S50,NV,60,116578,Silver,Beige,Wells Fargo Dealer Services,7696,7559,2026-01-06
2025,Volkswagen,Passat,Sedan,Automatic,RZCM0XY3081MXAB2Z,NJ,100,7557,Gold,Red,AutoNation,34989,33373,2026-01-29
2022,Lucid,Air,Sedan,Automatic,WSH6L68TZ54LS60X7,NJ,86,43613,Gray,Tan,Ford Motor Credit Company,56299,53129,2026-01-30
2022,Dodge,Ram 2500,Truck,Automatic,EVZ3S2UJVLGH37K55,MN,91,41336,Gray,Gray,DriveTime,39804,38987,2026-02-13
2011,Chevrolet,Traverse,SUV,Automatic,JBRELDRPMKB7T40M5,TN,64,191965,Black,Gray,Avis Corporation,2600,2579,2026-01-15
2022,Jeep,Gladiator,Truck,Manual,WY15M2NFT5ALYDA5E,CA,91,54412,Green,Brown,Ford Motor Credit Company,26928,25317,2026-01-02
2025,Am General,M1097A,Truck,Manual,DCB09VWDYLR5BPXW4,OH,85,15875,Gray,White,Shift,19372,18730,2025-12-20
2026,Rivian,R1T,Truck,Automatic,RBZKL8MGFKE70ST70,WA,85,100,Gray,Black,CarMax,79718,81518,2026-02-11
2023,Am General,M1097A,Truck,Automatic,77SPFK1W0E5WCZC8Y,IL,82,43971,Blue,Red,Nissan-Infiniti LT,13635,12779,2025-12-02
2025,Tesla,Model Y,SUV,Automatic,YGAMWZL6MKLA5JL1P,NY,88,16589,Brown,Red,Ford Motor Credit Company,46516,45244,2026-01-24
2012,Tesla,Model X,SUV,Automatic,34KFMACN86A9RU2BV,WI,56,174173,Green,White,Santander Consumer USA,6427,6828,2026-02-19
2004,Chevrolet,Blazer,SUV,Manual,M3GEM9NF198MWPN65,MI,34,358273,Gray,White,Shift,843,888,2025-12-27
2014,Volkswagen,Passat,Sedan,Automatic,KYZ30TF51749W7WEE,NC,48,145615,Beige,Red,Crankyanky Auto,2476,2358,2026-02-01
2017,Hyundai,Elantra,Sedan,Manual,PKLND7RVYMZ4KYC03,KY,69,115871,Silver,Red,Sonic Automotive,4450,4476,2025-12-02
2022,Nissan,Altima,Sedan,Automatic,K61Y1V2ZPWRKKF0VJ,MD,85,39311,Red,Black,CarMax,17949,16865,2026-01-21
2003,Mercedes-Benz,GLC,SUV,Manual,UARF5SLBKUF3U9929,TX,19,357058,Blue,Gray,Santander Consumer USA,810,838,2026-01-23
2021,Lucid,Air,Sedan,Automatic,904R653J5HXGHADD2,OH,83,69014,Silver,Beige,Hendrick Automotive,44466,43311,2026-01-08
2021,Lucid,Air,Sedan,Automatic,WRYUF9HBEVPHY0U3C,MA,59,54135,Beige,Red,Wells Fargo Dealer Services,33729,36364,2026-01-29
2021,Lucid,Air,Sedan,Automatic,XNVZHH2VLTFGVHEWW,MI,78,50645,Black,Tan,Lithia Motors,42607,42620,2026-01-21
2023,Volkswagen,Passat,Sedan,Automatic,VVAPLH83KUS4WWKTN,TX,78,26419,Red,Beige,Carvana,21261,22897,2026-01-16
2025,Kia,Optima,Sedan,Automatic,RCFCFTW4060MXMW3R,MI,84,15156,Brown,Brown,CarMax,25319,25922,2026-01-31
2022,Nissan,Sentra,Sedan,Manual,5MATYL19P0UTMTRE4,UT,70,53433,Beige,Gray,Sonic Automotive,11828,10936,2025-12-20
2019,Mercedes-Benz,GLE,SUV,Automatic,39ZW95M27354UGTFJ,PA,56,77982,Brown,White,Ford Motor Credit Company,16698,16713,2026-01-09
2025,Kia,Sorento,SUV,Automatic,3BYXLSWR87X6ZJ8PR,WI,82,7039,White,Tan,TDAF Remarketing,31085,31010,2026-01-19
2018,Chrysler,300,Sedan,Automatic,M5HULUVTFPEL1CTWG,KY,69,91907,Gray,Black,Financial Services Remarketing,8271,8382,2026-02-26
2021,Lucid,Air,Sedan,Automatic,DVW1U16UK484NKJPZ,PA,69,70490,Silver,Gray,Financial Services Remarketing,36525,34251,2025-12-27
2012,Mercedes-Benz,C-Class,Sedan,Manual,VH2X97512XW5T9LY3,MO,54,164628,Gold,Gray,Carvana,3365,3250,2026-02-16
2021,Lucid,Air,Sedan,Automatic,R2U9UD1DP9VF59JVJ,NV,82,53777,Blue,Beige,Financial Services Remarketing,45608,48862,2026-02-11
2019,Mercedes-Benz,GLE,SUV,Automatic,U3XFNRUVHNCTDJLXX,WI,54,99258,Blue,Beige,Avis Corporation,13853,13311,2026-02-21
2026,Ford,F-250,Truck,Automatic,LXWLJU74R3V9BPD1D,KS,85,394,White,White,Penske Automotive,60069,58983,2026-01-04
2017,Hyundai,Sonata,Sedan,Automatic,TRV0A2ZCPTJ4DXVFK,MA,51,95818,Blue,Gray,Lithia Motors,4495,4208,2025-12-29
2008,BMW,3 Series,Sedan,Automatic,NT33VM5MPMDVD3EP0,NM,30,287558,Green,Brown,Penske Automotive,1165,1137,2026-01-17
2000,Mercedes-Benz,C-Class,Sedan,Automatic,UF4T3GBAPYJVNHUG5,KS,20,260943,Beige,Brown,DriveTime,1596,1587,2025-12-16
2012,Hyundai,Santa Fe,SUV,Automatic,96DZMK6WGV3TJPUSV,WA,47,129207,Gray,Black,DriveTime,2510,2535,2026-02-09
2026,Kaiser,M54,Truck,Manual,25BJ8RP2UZ96HXUV5,NM,98,480,Black,Tan,Lithia Motors,20162,19662,2025-12-21
2026,Honda,Civic,Sedan,Automatic,P2AJJWERJ1N4NZDUX,GA,100,418,Red,Black,Santander Consumer USA,35287,37954,2025-12-09
2011,Volkswagen,Passat,Sedan,Automatic,WSHCRZ0JU1GWMXGPV,WA,48,192701,Blue,Black,Shift,1623,1702,2025-12-15
2021,Lucid,Air,Sedan,Automatic,BKG9Z641MSHXSMW0E,MA,78,72843,Gold,Beige,Santander Consumer USA,39020,41310,2026-02-19
2026,BMW,X5,SUV,Manual,7KGBHVCMGWASCRAWJ,IL,79,205,Gray,Tan,Financial Services Remarketing,71663,77220,2025-12-13
2026,Jeep,Gladiator,Truck,Automatic,CG9A9MUH5E38PMP2R,GA,100,305,Green,White,DriveTime,52114,51862,2026-01-26
2007,Chrysler,300,Sedan,Automatic,7L41WFZGZEXBH9FNC,NJ,31,185913,Green,White,Avis Corporation,1675,1658,2025-12-31
2021,Lucid,Air,Sedan,Automatic,4EMTBDT7TTAB52FXB,MD,91,42897,Black,Beige,Avis Corporation,53942,56752,2025-12-29
2001,Kia,Sorento,SUV,Automatic,J89RD306FU7RRDBT2,TX,26,337964,Black,Red,Penske Automotive,930,887,2026-01-30
2022,Volkswagen,Jetta,Sedan,Automatic,FWZ2UE3YVDNZT9XJD,MA,66,70931,Brown,Tan,Nissan-Infiniti LT,10903,11208,2026-03-01
2020,Tesla,Model X,SUV,Automatic,KWTA79NW9D1VRMET3,UT,84,50398,Red,White,Wells Fargo Dealer Services,47723,44741,2026-02-16
2024,Kaiser,M54,Truck,Automatic,MARJVNGUJV61HEMFU,PA,71,17509,Green,Red,TDAF Remarketing,10581,10465,2026-01-31
2015,BMW,X5,SUV,Automatic,HAF5LWZVVE4ETDLN3,NC,68,161178,Gold,Brown,Ford Motor Credit Company,8578,8420,2026-02-07
2018,Am General,M1097A,Truck,Automatic,5P01X0BFARM82KE8A,MO,83,85155,Black,Brown,DriveTime,6237,6687,2026-02-09
2021,Am General,M1097A,Truck,Automatic,MG2973E7EUBN3AED1,NJ,87,61769,Beige,Black,Ford Motor Credit Company,10926,10300,2025-12-16
2017,Honda,Odyssey,Minivan,Manual,ZT9LR5AXWPBJX60XE,KY,72,93672,Gold,Red,Lithia Motors,9266,9586,2025-12-21
2015,Toyota,Highlander,SUV,Automatic,AY6UPS2SN6MMM9NSB,UT,64,107692,White,White,Financial Services Remarketing,6289,5965,2026-01-15
2015,Toyota,Corolla,Sedan,Automatic,R3WY4FF3N0DG170F0,KY,53,80235,Green,Tan,Crankyanky Auto,3349,3507,2025-12-30
2014,Am General,M1097A,Truck,Automatic,LRCRRUNS8X2HZR7Y0,CA,67,177550,Beige,Black,Santander Consumer USA,1966,1987,2026-02-01
2018,BMW,3 Series,Sedan,Automatic,LCRP8661ST6W30BMR,AZ,70,100143,Beige,Red,Hertz Remarketing,11100,11785,2025-12-25
2022,Nissan,Altima,Sedan,Automatic,TD2X8149LAF4BF7T1,MD,66,38078,Green,Beige,DriveTime,14188,14645,2026-02-04
2024,Toyota,Camry,Sedan,Automatic,XD1C6B0NGAKV5R96H,MN,78,25278,Gold,Beige,Vroom,21308,21730,2025-12-17
2021,Honda,Ridgeline,Truck,Automatic,622PX8FHJXA9DJ4XT,CO,64,52012,Red,Red,Sonic Automotive,17550,18624,2025-12-12
2026,Mercedes-Benz,E-Class,Sedan,Automatic,VPC4KXS7PK4SXJT6R,TX,97,100,White,Gray,Ford Motor Credit Company,79067,76813,2025-12-04
2020,Kaiser,M54,Truck,Manual,MLTRPWBNL3WLZAL22,NV,67,67213,Brown,Beige,Ford Motor Credit Company,5353,5556,2026-01-05
2019,Ford,Fusion,Sedan,Automatic,TJ4WPS83XW9LPECYS,TX,77,108079,Gold,Black,Enterprise Fleet Management,7503,7792,2026-01-12
2020,Chrysler,300,Sedan,Automatic,3YXUY7Z6PV4NM8E72,NM,80,62831,Gold,Tan,Nissan-Infiniti LT,16186,16083,2025-12-14
2025,Chrysler,300,Sedan,Automatic,KW7HRPJFTNXNAT76H,NV,97,12996,Gray,Gray,Shift,37801,39403,2026-01-10
2021,Lucid,Air,Sedan,Automatic,6XMPTH503TFJKGCWX,MO,74,71972,Red,Beige,Ford Motor Credit Company,39590,37441,2026-01-10
2019,Nissan,Pathfinder,SUV,Automatic,B61KU1PY0F2A86K7Z,GA,63,72632,Blue,White,Lithia Motors,10139,9822,2026-03-02
2020,Ford,F-350,Truck,Automatic,X9WNBEUFSCUA2SKCV,CA,69,87738,Brown,Gray,Wells Fargo Dealer Services,21339,20915,2025-12-06
2021,Am General,M1097A,Truck,Automatic,CGDSSM8BUAASS3SN3,WA,73,66702,Gold,Black,DriveTime,9036,8730,2026-01-30
2010,Subaru,Forester,SUV,Automatic,S4WDPJ74AHF4XEB3K,NJ,53,161936,Green,White,AutoNation,2441,2382,2026-01-05
2021,Rivian,R1S,SUV,Automatic,FVM9BZ555FLWL68G4,AZ,96,96354,Brown,Black,Lithia Motors,40213,40125,2026-02-03
2020,Hyundai,Elantra,Sedan,Automatic,GT6VBE05X5NV5CVLC,NC,75,106095,Green,Beige,Hertz Remarketing,7824,7509,2025-12-13
2021,Am General,M1097A,Truck,Automatic,Z4T0DGTGV4ZUESJ2N,NV,73,78503,Gold,Beige,Avis Corporation,8809,8893,2026-02-18
2021,Am General,M1097A,Truck,Automatic,CPUB0DRSU3KYLXU4U,GA,88,51865,White,White,Avis Corporation,12080,12129,2026-02-19
2007,Nissan,Sentra,Sedan,Automatic,G6SA35NCZSXZTE2B3,NC,32,194539,White,Red,TDAF Remarketing,1095,1154,2026-01-18
2015,BMW,X3,SUV,Automatic,LS2YCX9JFE1W772JH,WA,53,148969,Gray,Beige,Penske Automotive,5315,5054,2026-01-31
2006,Volkswagen,Tiguan,SUV,Manual,TUYDW74M08BMMBA48,VA,44,251154,Black,White,Hertz Remarketing,1696,1610,2025-12-08
2025,Chevrolet,Silverado 1500,Truck,Automatic,M7AWEPXFEY11HPWJJ,TN,92,12913,Silver,White,Santander Consumer USA,50273,47862,2026-01-22
2022,Kaiser,M54,Truck,Automatic,PKVXUHAHGNZ2VNA2U,PA,61,47233,Brown,Black,Nissan-Infiniti LT,6632,6422,2025-12-29
2009,Honda,Accord,Sedan,Manual,50K8JL0J9X2G7W8P6,TN,33,224207,Beige,Tan,Vroom,1118,1028,2025-12-24
2021,Rivian,R1T,Truck,Automatic,HGPEES6UK0G4VJU83,NJ,77,64146,White,Tan,Shift,35127,34525,2026-01-07
2022,Chevrolet,Blazer,SUV,Automatic,6YLRCFEESZAHPVSZF,NC,71,26404,Blue,Red,TDAF Remarketing,20621,21779,2026-01-29
2025,Kia,Sportage,SUV,Automatic,DZZVYW6P39FGKN4BV,SC,85,3789,Beige,Brown,Nissan-Infiniti LT,30869,30739,2025-12-02
2012,Tesla,Model Y,SUV,Automatic,RGCPUHKR7FHWZECTB,OR,43,143285,Gray,Gray,Lithia Motors,3125,3217,2025-12-22
2017,Honda,Odyssey,Minivan,Automatic,AJF4X2AW13L5SHHS8,PA,50,127329,Beige,Gray,Avis Corporation,5427,5454,2025-12-27
2023,Dodge,Durango,SUV,Automatic,RX7PWN4WPXJPL4LGU,KS,84,30076,Brown,Gray,DriveTime,31527,32525,2025-12-07
